W_mem "7.1e-05, 8.7e-05, 6.2e-05, 3.8e-05, 5.2e-05, 5.7e-05, 4.7e-05, 8.6e-05, 8.5e-05, 7.9e-05, 5e-05, 5.8e-05, 5.5e-05, 6.1e-05, 4e-05, 3.2e-05, 7.7e-05, 6.9e-05, 5.9e-05, 3.9e-05, 7.6e-05, 7.5e-05, 7.1e-05, 4.9e-05, 8.8e-05, 8.1e-05, 5.1e-05, 6.6e-05, 4.4e-05, 8.3e-05, 6.7e-05, 7.3e-05, 3.5e-05, 3.1e-05, 7.3e-05, 6.3e-05, 8e-05, 6.8e-05, 5.3e-05, 3.3e-05, 4.1e-05, 4.3e-05, 8.9e-05, 3.5e-05, 6.4e-05, 4.6e-05, 8.2e-05, 4.5e-05, 5.6e-05, 3.7e-05" [m]
W_GDE "0.000344, 0.000399, 0.000321, 0.000352, 0.000577, 0.000301, 0.000219, 0.000537, 0.000422, 0.000595, 0.000435, 0.00027, 0.000458, 0.00059, 0.000407, 0.000308, 0.000515, 0.000291, 0.000552, 0.000372, 0.00056, 0.000576, 0.000231, 0.000414, 0.000443, 0.000489, 0.000427, 0.000276, 0.000525, 0.00026, 0.000477, 0.000348, 0.000451, 0.000471, 0.000504, 0.000237, 0.000389, 0.000504, 0.000335, 0.000366, 0.000203, 0.000288, 0.00024, 0.000381, 0.000251, 0.000215, 0.000482, 0.000562, 0.00053, 0.000319" [m]
T "48.8955, 61.7767, 56.7454, 76.8606, 62.8031, 58.5002, 47.2367, 40.945, 63.5554, 52.6304, 71.469, 45.16, 66.069, 72.498, 55.299, 46.2117, 74.8516, 35.4178, 38.3552, 39.9295, 59.2716, 73.3533, 36.194, 60.1203, 37.6541, 34.8584, 78.6265, 51.9699, 77.5519, 67.5248, 42.0487, 54.1105, 75.5493, 44.4934, 33.6982, 65.577, 50.1391, 70.643, 49.7611, 43.814, 64.2388, 57.23, 53.5998, 69.7156, 79.4281, 32.1186, 30.7494, 41.2039, 31.6946, 68.1663" [degC]
sigmas_MGL370 "2.9083e+07, 4.26116e+06, 2.20902e+07, 1.48235e+07, 3.53205e+07, 4.67678e+07, 2.76899e+07, 7.76085e+06, 1.86934e+07, 4.58736e+07, 4.82867e+07, 3.67606e+07, 5.10846e+07, 3.35145e+07, 5.23145e+07, 1.09077e+07, 3.95175e+07, 1.73008e+07, 1.31646e+06, 6.73015e+06, 9.67545e+06, 3.21453e+07, 4.2379e+07, 4.93841e+07, 5.23022e+06, 1.16309e+07, 3.99612e+07, 2.60322e+07, 4.32672e+07, 5.26385e+07, 1.56009e+07, 1.35247e+07, 2.15867e+06, 3.09039e+07, 2.08058e+07, 2.50717e+07, 3.65152e+07, 1.79354e+07, 4.1322e+07, 2.37274e+07, 8.20577e+06, 3.28188e+07, 2.01968e+07, 2.39786e+07, 3.01174e+07, 4.73443e+07, 1.2798e+07, 3.03971e+06, 4.43936e+07, 3.79118e+07" [S/m]
sigmas_SS316L "96786.2, 787389, 1.15954e+06, 1.08057e+06, 197262, 503830, 739543, 1.60821e+06, 1.35859e+06, 49713.7, 379603, 826008, 556968, 310222, 1.56011e+06, 655305, 1.2229e+06, 869605, 1.54446e+06, 59899.5, 476151, 1.38526e+06, 722495, 600352, 1.18567e+06, 140394, 687618, 226422, 162336, 1.42157e+06, 424991, 1.30025e+06, 1.10961e+06, 1.04113e+06, 1.45499e+06, 1.62002e+06, 1.70727e+06, 424229, 1.49738e+06, 972602, 340669, 1.25698e+06, 856779, 1.32823e+06, 265432, 1.65365e+06, 569953, 1.03031e+06, 953762, 913100" [S/m]
eps_H2 "0.603175, 0.662308, 0.773781, 0.621672, 0.63088, 0.705415, 0.606367, 0.610445, 0.72372, 0.679119, 0.724577, 0.745608, 0.790235, 0.737047, 0.62698, 0.653364, 0.672541, 0.776619, 0.729005, 0.688925, 0.765178, 0.752543, 0.669377, 0.651545, 0.782773, 0.784892, 0.666029, 0.713875, 0.683185, 0.734972, 0.692963, 0.708471, 0.748265, 0.645121, 0.686473, 0.613965, 0.637267, 0.616382, 0.793934, 0.71792, 0.64056, 0.698557, 0.658137, 0.763164, 0.799829, 0.70251, 0.634123, 0.743191, 0.758705, 0.77047" []
eps_O2 "0.700107, 0.610173, 0.728237, 0.799857, 0.751603, 0.772288, 0.754853, 0.724084, 0.662636, 0.790759, 0.783984, 0.655716, 0.680477, 0.758031, 0.668075, 0.637094, 0.696989, 0.632506, 0.676042, 0.645154, 0.626758, 0.710261, 0.659105, 0.78514, 0.602014, 0.735592, 0.778777, 0.619554, 0.71215, 0.769688, 0.620866, 0.606412, 0.716915, 0.643059, 0.723324, 0.739805, 0.675721, 0.666723, 0.648166, 0.795418, 0.692827, 0.706394, 0.747825, 0.765345, 0.762975, 0.613062, 0.687906, 0.631388, 0.691808, 0.742682" []
v_in_H2 "0.004056, 0.003265, 0.004664, 0.001587, 0.001818, 0.003937, 0.00283, 0.002436, 0.005065, 0.003216, 0.003158, 0.004375, 0.002137, 0.003848, 0.005373, 0.001895, 0.001412, 0.00156, 0.005555, 0.004268, 0.004505, 0.003376, 0.004514, 0.003503, 0.003431, 0.003652, 0.002762, 0.002327, 0.001966, 0.002716, 0.004905, 0.003781, 0.005273, 0.005478, 0.004785, 0.002938, 0.002554, 0.002059, 0.005127, 0.001722, 0.003716, 0.005011, 0.004685, 0.00265, 0.004206, 0.002204, 0.004135, 0.002304, 0.005244, 0.00306" [m/s]
v_in_O2 "0.002509, 0.004392, 0.005321, 0.00302, 0.003072, 0.00425, 0.002341, 0.003412, 0.003623, 0.003525, 0.002432, 0.003924, 0.004662, 0.005445, 0.002808, 0.004964, 0.005063, 0.002302, 0.003302, 0.004625, 0.004322, 0.004531, 0.003143, 0.005099, 0.004741, 0.003998, 0.005565, 0.002697, 0.003509, 0.004077, 0.00523, 0.005149, 0.004525, 0.005357, 0.004893, 0.002953, 0.003863, 0.004848, 0.00336, 0.0037, 0.004169, 0.005499, 0.002609, 0.00286, 0.003742, 0.004449, 0.00278, 0.003829, 0.002553, 0.003199" [m/s]
p_gas "749898, 7.83972e+06, 5.65699e+06, 9.51171e+06, 918834, 8.35716e+06, 8.81485e+06, 3.53952e+06, 4.5554e+06, 6.81529e+06, 8.13341e+06, 244750, 6.09551e+06, 7.34766e+06, 9.11347e+06, 8.70461e+06, 6.99397e+06, 2.16309e+06, 2.39092e+06, 5.42281e+06, 2.06482e+06, 1.5422e+06, 4.48033e+06, 9.15498e+06, 7.15461e+06, 3.88684e+06, 5.78467e+06, 2.82056e+06, 3.03985e+06, 4.18251e+06, 457017, 6.17687e+06, 8.04956e+06, 646660, 6.62393e+06, 5.18641e+06, 4.72565e+06, 9.73514e+06, 5.01541e+06, 7.67166e+06, 1.12455e+06, 6.35549e+06, 9.98979e+06, 2.64154e+06, 3.30433e+06, 9.55832e+06, 3.39428e+06, 4.00306e+06, 1.41351e+06, 1.88252e+06" [Pa]
